Age,Income,Days,Holiday,Channel,Loyalty,Promo,Purchase
47,51853.0,48,0,Mobile,5.939312142999355,1,1
47,72274.0,13,1,In-Store,6.404978978679075,1,1
57,46786.0,14,1,In-Store,3.5520729455794218,1,0
29,113149.0,36,0,Mobile,7.339365352663314,1,0
44,68602.0,15,0,In-Store,4.598204597848165,1,0
37,20000.0,1,1,In-Store,5.55340963274246,1,0
54,43916.0,13,1,Online,4.174395520135681,1,1
53,96025.0,7,0,Online,5.6496475025718915,1,1
50,62962.0,24,0,In-Store,5.025557771320684,1,0
38,50541.0,6,1,Online,6.645293656330791,1,1
54,68112.0,21,0,In-Store,4.957797492765657,1,1
30,28211.0,77,0,Online,4.911267811701521,1,0
28,40566.0,13,0,Online,5.692839125410882,1,0
32,31853.0,10,0,In-Store,5.662241949912854,1,0
45,52644.0,18,1,In-Store,6.474764002608893,1,0
52,92185.0,5,0,Online,5.970314253655257,1,1
18,71950.0,13,0,In-Store,6.236827410436747,1,1
58,69576.0,16,0,Online,5.287171110134788,1,1
46,46801.0,15,0,In-Store,7.5528317846863935,1,0
29,75594.0,6,1,In-Store,6.296913120212113,1,1
46,44477.0,19,0,Online,6.375579230973497,1,0
56,55911.0,8,0,Online,4.517378258725136,1,1
51,75092.0,2,0,In-Store,4.606814776715899,1,1
56,58378.0,15,1,In-Store,4.578483702993065,1,1
31,78293.0,11,0,In-Store,6.557085876297316,1,1
41,55990.0,23,0,Online,6.479761757248286,1,0
36,87158.0,33,1,In-Store,5.905903236806797,1,1
62,68350.0,30,1,Online,6.549306359271137,1,0
51,42364.0,6,0,Online,4.956817785432403,1,0
73,49132.0,31,0,Online,6.220369117097896,1,1
40,55537.0,24,0,Online,6.616809098008732,1,1
38,79144.0,27,0,In-Store,3.051467004115925,1,1
44,96747.0,15,0,Online,8.407751377012197,1,1
59,30262.0,14,0,In-Store,4.316911693382155,1,1
41,52275.0,19,1,Mobile,5.405516716438386,1,0
46,84526.0,36,0,In-Store,5.315013246072452,1,0
46,58885.0,15,0,Online,5.596517363583312,1,1
45,56889.0,18,0,In-Store,5.4944818398871895,1,1
38,71490.0,37,0,Online,3.3373135945805945,1,0
44,33068.0,1,0,Online,5.890438679317155,1,0
43,72135.0,23,0,In-Store,6.999449409799705,1,1
45,66126.0,31,0,Online,5.807297046059052,1,1
54,63948.0,7,0,Online,5.560820033972698,1,0
63,81611.0,9,0,Online,5.286612045258963,1,1
37,58621.0,12,0,Mobile,5.446603424442329,1,0
41,60807.0,20,0,Online,5.402341567299825,1,0
37,63611.0,27,0,In-Store,6.490564062011977,1,0
47,20000.0,24,0,In-Store,5.536970121906792,1,0
40,80957.0,5,0,Mobile,3.98661057370557,1,1
47,71873.0,21,0,Online,7.323364350522521,1,1
56,70802.0,3,0,In-Store,6.146278314789252,1,1
20,66809.0,9,1,Online,4.456485614928234,1,1
50,87171.0,17,0,Online,6.209622554279278,1,1
40,64261.0,14,0,Mobile,4.672344282903401,1,0
50,55714.0,6,1,In-Store,3.4153818547006596,1,1
36,25316.0,8,1,Online,5.355947056365406,1,0
57,34599.0,23,0,In-Store,5.209118709208297,1,0
54,53906.0,13,0,In-Store,6.120056185669183,1,1
51,61998.0,12,0,In-Store,6.270313069937894,1,0
53,48193.0,4,0,Online,4.881397507429297,1,0
38,55405.0,18,0,Online,5.008569118584386,1,0
39,41911.0,9,0,Online,5.738541008714323,1,0
53,78884.0,25,1,Mobile,3.9189228050165648,1,1
37,54302.0,9,0,Online,5.464593257485484,1,0
59,83577.0,8,0,Online,5.619837869559087,1,0
42,54756.0,39,1,In-Store,5.146467475729007,1,0
50,67242.0,28,0,Mobile,5.929435527735296,1,1
66,69364.0,15,0,Online,4.521658563264111,1,1
38,63211.0,12,0,In-Store,4.340443176025408,1,1
46,37917.0,17,0,Mobile,7.552795692073293,1,0
56,53164.0,24,0,Mobile,5.744657765603,1,1
55,20000.0,14,1,Online,4.2186322748684,1,0
42,92852.0,36,0,Online,5.022492654494226,1,1
40,20000.0,24,0,Online,5.382997203372823,1,1
43,76840.0,23,1,In-Store,4.7559504758892945,1,1
59,62170.0,26,0,Mobile,6.673319185785255,1,0
42,25268.0,17,0,Online,6.0445080077741515,1,1
46,65211.0,4,1,Mobile,6.3939678076818325,1,1
41,37868.0,29,0,Mobile,5.790017174254599,1,0
52,68649.0,7,0,Mobile,5.576849491302098,1,1
47,58850.0,9,0,In-Store,5.271153858860958,1,1
35,64589.0,21,1,Mobile,6.016937741734983,1,1
35,52619.0,15,0,In-Store,6.73169841094585,1,0
25,86597.0,10,1,In-Store,5.057480807991528,1,1
37,39684.0,16,1,Online,5.920420350385802,1,0
53,46512.0,5,0,Mobile,3.462348078866029,1,0
58,56575.0,21,1,In-Store,4.787638361878164,1,1
52,57954.0,3,0,Online,4.902064017973993,1,1
51,37366.0,5,0,Mobile,4.7748600308198705,1,0
44,20093.0,44,0,Mobile,4.378023397561163,1,0
53,67111.0,6,1,Mobile,6.2906934467210744,1,1
48,66551.0,20,0,Mobile,3.996300675020877,1,1
63,94057.0,5,0,Mobile,5.483119586059029,1,1
44,85037.0,15,1,Mobile,6.6643806908780885,1,1
58,61324.0,20,0,In-Store,5.68621505227489,1,1
54,46496.0,4,1,In-Store,5.845063598755267,1,1
52,82567.0,32,1,In-Store,5.696416545111437,1,1
25,43029.0,17,1,Mobile,5.0268444296321615,1,0
54,77857.0,22,1,Mobile,6.077322025009558,1,1
44,31304.0,11,0,Online,4.73487326401937,1,0
41,99317.0,10,0,Mobile,5.286742869488708,1,1
30,38636.0,17,0,In-Store,6.633524411846251,1,0
45,40200.0,25,0,In-Store,6.097589367220988,1,0
45,21870.0,38,0,In-Store,4.621613225902718,1,0
32,52053.0,14,1,Online,4.684732672597342,1,0
30,68719.0,20,0,In-Store,5.670089815560537,1,0
50,48045.0,16,0,Online,5.448092886395158,1,0
54,42226.0,3,0,Online,5.8818997249847955,1,1
47,31018.0,33,0,Online,4.502919917848418,1,0
57,65597.0,12,0,Online,4.67498239292508,1,1
44,73907.0,46,0,Online,4.427781298239813,1,0
44,63272.0,19,0,Online,3.574530478270948,1,0
36,73845.0,34,0,Mobile,7.117920647083871,1,0
29,35696.0,11,0,Online,6.259033642461458,1,0
64,47342.0,3,0,Online,6.008854328045096,1,0
56,55993.0,27,0,Mobile,7.454073463317005,1,1
31,85551.0,13,0,Online,6.489909976342578,1,1
47,85435.0,1,0,Online,7.117878912096008,1,1
44,75865.0,20,0,In-Store,5.018214099446964,1,1
42,75373.0,12,0,In-Store,5.370077871840622,1,1
41,44219.0,25,0,Online,4.720914627518301,1,1
49,62066.0,5,0,Online,5.661847752199205,1,1
53,26665.0,31,0,Online,6.121175174967714,1,0
49,75371.0,16,0,In-Store,6.519322126051581,1,1
44,55011.0,17,0,In-Store,5.620249972336052,1,0
43,100834.0,40,0,In-Store,6.617212755010751,1,0
54,65222.0,28,1,Mobile,5.324015298709813,1,0
50,44895.0,8,0,Mobile,3.8477594499851406,1,0
46,54528.0,5,1,Mobile,6.175202598989562,1,1
45,47378.0,31,0,Mobile,4.494951640753977,1,1
48,48369.0,8,0,Online,6.891893484446316,1,0
40,59554.0,42,0,Mobile,5.855897749464321,1,1
53,40265.0,27,1,In-Store,4.281336576385144,1,0
34,58835.0,17,0,Online,6.550833119042928,1,1
41,20518.0,20,1,Mobile,6.835105992510698,1,0
51,63212.0,56,0,Mobile,4.739618920489624,1,1
34,44810.0,1,1,Mobile,5.508062190889398,1,1
29,33030.0,30,0,Mobile,4.593825554886768,1,1
46,74482.0,23,0,Online,5.201978134938378,1,0
28,24621.0,10,0,Online,6.251896137224453,1,1
32,72497.0,12,0,Mobile,5.494927852949478,1,1
53,69379.0,10,0,Online,5.499585742863049,1,0
43,42161.0,19,0,In-Store,6.3733445531083985,1,1
58,54510.0,6,0,In-Store,5.068404737596647,1,1
33,65314.0,11,0,In-Store,7.027233115431466,1,0
44,64639.0,1,0,In-Store,4.36114618311708,1,1
49,78276.0,3,1,Mobile,7.113048560617116,1,1
33,74640.0,39,0,Online,3.3271013680275843,1,1
55,80700.0,10,1,Online,4.224922324304434,1,1
50,83004.0,41,0,Mobile,7.132719057202847,1,0
29,62279.0,10,1,Online,5.8861241551456205,1,0
45,54186.0,40,0,Online,4.645133338870307,1,1
49,57576.0,50,0,Online,4.8259980308445405,1,1
39,53170.0,7,0,Online,5.096686267309403,1,0
30,88956.0,9,0,Mobile,5.209343639353336,1,1
48,44837.0,29,0,Online,5.72994955096524,1,0
67,82686.0,16,0,In-Store,6.053425013709588,1,0
41,50365.0,15,0,In-Store,5.599026112303449,1,1
61,82096.0,20,0,In-Store,6.7203198268951985,1,1
37,74540.0,4,0,Online,5.912480753219685,1,0
47,59216.0,26,0,In-Store,5.655959833826132,1,1
53,65183.0,5,0,Online,6.145635816910882,1,1
45,37807.0,8,0,Online,2.9112336240373975,1,0
42,71550.0,13,0,Online,6.409357852260296,1,1
52,78946.0,30,0,In-Store,5.65249618839088,1,1
64,86757.0,12,0,Mobile,4.149928116325685,1,1
48,53503.0,33,0,Online,7.18260575657793,1,1
40,104003.0,13,0,Online,6.6021660036770555,1,1
43,53647.0,21,0,In-Store,5.066366524634657,1,0
70,51001.0,8,0,In-Store,6.015933406004626,1,1
46,56661.0,22,0,Online,3.0868267975372072,1,0
39,56845.0,10,0,Mobile,5.609505445344028,1,0
34,31325.0,30,0,In-Store,5.504867653113003,1,0
27,37373.0,16,1,Online,4.962504305171058,1,0
49,35565.0,13,0,Mobile,5.160080862235977,1,0
52,64702.0,3,0,In-Store,5.277364344326838,1,1
41,89928.0,60,1,Mobile,6.335159273538985,1,1
45,46633.0,20,0,Mobile,3.9222642294723267,1,1
33,57431.0,20,1,Online,4.930867375448989,1,0
46,43845.0,5,1,Online,4.216637906761977,1,1
50,73204.0,94,0,Online,4.927878407797342,1,1
40,65345.0,25,1,Online,3.877771975330097,1,1
62,78458.0,3,0,Online,7.342500740668145,1,1
37,39885.0,9,1,Mobile,6.009100243246586,1,0
48,59254.0,9,0,Mobile,5.511788368771877,1,0
53,55323.0,20,0,Mobile,7.292431022883046,1,1
44,56595.0,14,0,Online,6.610945751511423,1,0
43,79900.0,31,1,Online,5.965444632637594,1,1
31,48585.0,20,0,Mobile,5.280690456636674,1,0
59,51014.0,19,0,Mobile,7.4812826903521294,1,1
43,44170.0,7,1,Online,5.290502175653866,1,0
50,103151.0,10,1,Online,4.532222161542926,1,1
52,40944.0,22,0,Online,5.808220208797985,1,1
39,71888.0,18,0,Online,4.490393203113345,1,1
43,32602.0,31,0,In-Store,4.843465074809877,1,0
58,69254.0,13,1,Mobile,7.198558697167809,1,1
34,37036.0,17,0,Mobile,4.197650071521487,1,0
66,63038.0,16,0,Online,6.3037224769567155,1,1
38,66227.0,19,0,Online,4.700373841241849,1,0
33,58504.0,27,0,Online,4.965383754719385,1,1
46,74123.0,16,0,Mobile,6.693507215939565,1,1
67,69303.0,15,0,Online,4.21227372995306,1,0
26,46340.0,6,0,Mobile,6.3096351181697905,1,0
44,69842.0,19,0,In-Store,4.786094435796061,1,1
50,64543.0,10,0,Mobile,5.607159270974981,1,0
45,79143.0,5,0,In-Store,6.511976497197338,1,1
49,30965.0,19,0,In-Store,7.269449827896935,1,0
38,62246.0,30,1,Online,5.123103406934308,1,1
39,61912.0,21,1,Online,5.293477826921888,1,1
44,52564.0,12,1,Mobile,5.194781537072746,1,1
34,81184.0,7,0,Online,5.924306776701363,1,1
45,45790.0,13,1,Online,6.5882856667388525,1,1
41,74246.0,10,0,In-Store,6.48922238098501,1,1
40,45517.0,22,1,Online,4.174946815081118,1,1
48,86522.0,31,1,Online,5.023792088046822,1,1
27,68111.0,45,0,In-Store,4.688036440390356,1,0
43,28854.0,40,0,Online,6.716910485082241,1,0
68,82735.0,13,1,In-Store,6.750887374589275,1,1
34,71244.0,20,0,Mobile,6.42192936073068,1,0
58,61827.0,14,0,In-Store,4.096262056723461,1,0
46,47204.0,17,0,Online,6.093355785509533,1,0
39,42921.0,14,0,Online,5.776452616687194,1,0
32,70108.0,16,0,Online,4.051571702281859,1,1
46,29174.0,11,1,Mobile,4.731992944516997,1,1
60,46468.0,27,0,Online,5.706379709417461,1,0
41,73956.0,19,1,Mobile,4.859647310832852,1,1
44,31868.0,21,0,Online,4.417876255505395,1,1
55,32776.0,8,0,Online,3.1359753727671715,1,0
48,70426.0,10,0,Mobile,3.7346989698784716,1,1
29,54673.0,9,1,In-Store,5.660605739059782,1,1
46,93296.0,4,0,Online,6.4606544250885385,1,1
60,53896.0,5,0,In-Store,4.87232014805738,1,1
45,28979.0,8,0,In-Store,4.053849759041016,1,1
18,82665.0,4,0,Online,4.608465629614809,1,1
49,33407.0,7,0,Online,3.997427729227211,1,1
43,39802.0,44,0,Online,6.4100755084279335,1,0
27,53284.0,2,0,Online,4.650101142105304,1,0
28,63252.0,25,0,In-Store,5.5672457789977985,1,0
55,67618.0,5,0,Mobile,6.095745996816131,1,1
38,79213.0,7,0,In-Store,4.834753753741245,1,1
36,20000.0,21,1,Online,5.52080065805112,1,0
45,41171.0,62,0,Online,3.6778482276146542,1,0
39,81166.0,28,0,In-Store,6.127393362643581,1,0
46,42109.0,6,0,Online,3.938754655911853,1,0
43,58979.0,14,0,In-Store,3.5573745329650115,1,0
33,86942.0,4,0,Online,5.360943912420909,1,0
40,56577.0,23,1,In-Store,4.936399011873931,1,0
49,54758.0,7,0,Online,5.72243622881423,1,1
45,56798.0,8,0,Mobile,5.617036682745557,1,0
44,85757.0,7,0,In-Store,5.191536068085704,1,0
64,27945.0,3,0,In-Store,5.8091158634962845,1,1
52,95749.0,10,0,In-Store,7.931086247102439,1,1
54,55474.0,0,1,Mobile,6.4038979587277876,1,1
43,53176.0,0,0,In-Store,5.500721679555163,1,1
47,43773.0,9,0,In-Store,6.051404993103796,1,1
41,37300.0,15,1,Mobile,6.145314661114221,1,0
53,20000.0,8,0,In-Store,5.625336549955253,1,0
44,84353.0,3,0,Online,4.382489858175809,1,0
47,20000.0,19,0,Mobile,3.844892683621723,1,0
47,58971.0,12,0,Online,5.779845856793116,1,0
45,51157.0,20,0,Online,4.969334832012005,1,1
74,65855.0,9,1,In-Store,4.586381691837468,1,1
38,20083.0,8,0,In-Store,4.0772955236830635,1,0
38,43483.0,5,0,Online,3.4635573413134884,1,1
52,69494.0,23,0,Mobile,4.180489978302083,1,1
39,63688.0,22,0,Mobile,6.076145039207907,1,1
42,46728.0,5,0,Online,6.681777319971754,1,0
34,62065.0,35,0,Mobile,7.629337809643362,1,1
50,94456.0,2,0,Mobile,4.634363959660613,1,0
50,81781.0,2,1,Online,7.133574846993883,1,1
42,79437.0,13,0,Online,6.699293538145784,1,1
52,70995.0,9,0,Online,6.840648924565227,1,1
26,63628.0,2,0,Online,3.7271758984535897,1,0
38,46327.0,7,0,Online,4.302705328026017,1,0
43,61112.0,29,1,Online,2.8463264957648247,1,0
33,99337.0,8,0,Online,7.303534128746333,1,1
28,78391.0,52,0,Online,6.203710135722737,1,0
42,52834.0,19,0,Online,4.640680891733773,1,0
52,20000.0,55,0,Online,4.912491123179116,1,0
58,75150.0,24,0,Online,5.753595538063942,1,1
40,78725.0,22,0,In-Store,6.870434130398213,1,0
52,49142.0,19,0,Online,5.794811076408138,1,1
51,46642.0,5,0,Online,4.452992654500569,1,0
57,21022.0,2,1,Online,4.502627761231171,1,1
41,85117.0,12,0,Online,6.623762991155189,1,1
27,51701.0,14,0,Mobile,4.580008122484725,1,0
46,65214.0,19,0,In-Store,3.6915015874360524,1,1
35,38026.0,27,0,Online,5.055074457796113,1,1
38,31044.0,33,0,Online,4.761157326979676,1,1
42,89911.0,14,0,Online,6.562271115265928,1,1
42,52212.0,20,1,Mobile,5.375731674812428,1,0
46,44992.0,7,1,Online,5.096929190941906,1,1
52,118048.0,50,0,Online,6.603004841132689,1,1
41,79704.0,48,0,Mobile,3.6780092084670013,1,1
49,45570.0,18,0,Mobile,5.6712476745275975,1,1
45,74742.0,23,0,Online,7.369061837377708,1,1
54,27897.0,10,0,Online,5.543215045057015,1,0
43,53617.0,15,1,In-Store,3.6687026145778248,1,1
44,43242.0,17,0,Online,4.916678551585144,1,0
41,68370.0,30,0,Mobile,5.5291231571478034,1,1
43,93134.0,8,0,Online,5.482715312876041,1,1
37,26120.0,9,0,Mobile,5.46548890500657,1,0
36,97142.0,9,0,Mobile,7.351935913514214,1,0
53,74993.0,17,1,Online,6.853083957529784,1,1
34,40016.0,4,0,In-Store,6.531586617009831,1,0
42,40396.0,30,1,Online,4.812629242377281,1,0
55,45707.0,22,1,In-Store,7.116323868035938,1,0
41,42672.0,7,0,Online,6.445537990420771,1,1
53,43299.0,40,0,Mobile,6.161559661998968,1,1
39,23717.0,0,0,Online,4.685076874150111,1,0
34,56096.0,32,0,In-Store,5.38027219658568,1,0
29,74933.0,29,0,In-Store,4.799942888949723,1,1
58,48517.0,41,1,In-Store,3.907096388510059,1,0
34,65947.0,4,0,In-Store,4.887813535126959,1,0
52,82506.0,16,0,In-Store,6.677995088865132,1,1
35,30097.0,17,0,Mobile,7.4118633468699615,1,0
58,46648.0,31,1,Online,5.71606293274343,1,1
67,29887.0,22,0,Online,3.5239086144011393,1,1
28,31970.0,29,0,Online,5.14859087247824,1,0
34,87227.0,6,0,In-Store,5.378161247537198,1,0
53,49912.0,2,0,Online,7.433479084808542,1,0
50,69257.0,6,0,In-Store,5.98033137811043,1,1
53,63308.0,9,0,Online,4.733949164907856,1,0
39,74166.0,12,0,In-Store,7.274076146315874,1,1
65,62953.0,24,0,Online,4.561179141521306,1,1
46,62136.0,22,0,Mobile,4.675287425805028,1,1
33,30345.0,16,0,Online,6.839845627510896,1,0
42,60700.0,26,0,Online,6.181823836232643,1,0
33,60473.0,11,0,Online,6.710259439048563,1,0
61,41164.0,32,0,Online,6.001758990125964,1,0
38,20000.0,26,0,Online,5.120984630875571,1,0
50,64897.0,24,1,In-Store,4.807422231611037,1,0
40,84485.0,5,0,Online,5.719103557037993,1,1
39,24610.0,28,0,Online,5.935755811094103,1,0
26,56633.0,11,1,In-Store,4.321642984441832,1,0
51,20000.0,8,0,Online,5.366807444682127,1,0
58,72997.0,1,1,Mobile,5.049552542567545,1,1
36,83684.0,20,0,In-Store,6.53021679352526,1,0
30,58047.0,5,0,In-Store,6.589507750881984,1,0
53,72495.0,5,0,Online,6.672428537521194,1,1
29,61271.0,17,1,Online,5.788398861548692,1,1
57,40589.0,30,0,Online,4.859172496124851,1,1
36,57311.0,16,1,Mobile,5.807012522391518,1,1
34,59454.0,68,0,In-Store,5.776043261766203,1,0
47,57094.0,2,1,Online,4.796762765663632,1,1
35,67428.0,9,0,In-Store,5.70652725090041,1,0
38,62651.0,27,1,Mobile,5.737310660046825,1,0
49,56117.0,50,0,Online,6.366474777903542,1,1
21,47174.0,5,0,Online,5.626678428795271,1,0
61,69994.0,34,0,In-Store,5.823084945015772,1,1
45,68605.0,16,1,Mobile,5.170799789199732,1,1
32,63539.0,6,0,Online,6.7810964056028755,1,0
35,43410.0,6,0,Online,4.967045579564478,1,0
55,37377.0,6,0,Mobile,5.7867560012709065,1,0
51,73514.0,3,0,In-Store,4.6412023444981685,1,1
59,42163.0,18,0,In-Store,5.736538338110062,1,0
38,53249.0,78,0,Mobile,7.040582260407952,1,1
48,28889.0,18,0,Mobile,5.021460921453938,1,1
49,68862.0,38,0,Online,4.656718183454458,1,1
52,35207.0,27,1,Mobile,4.914301030258432,1,0
56,34173.0,12,0,In-Store,6.243937809733083,1,0
38,40215.0,24,0,In-Store,4.909065109752105,1,1
44,68581.0,8,0,In-Store,5.138163512728675,1,1
39,55677.0,37,0,In-Store,7.6019247493399895,1,0
44,47325.0,0,0,Mobile,5.7176835361965415,1,0
52,93053.0,6,1,Online,5.144895995083844,1,1
28,70444.0,14,1,In-Store,5.936939567970659,1,0
56,20169.0,6,1,In-Store,4.7982219922048355,1,0
34,42533.0,21,0,Mobile,5.632049027640928,1,0
42,20441.0,24,0,Online,5.528345034144249,1,0
57,50440.0,6,0,Online,6.198089947954534,1,1
48,80727.0,28,0,Online,5.044299316756118,1,0
48,64976.0,19,0,Online,5.85563935253989,1,1
33,55328.0,11,0,Mobile,5.5428191056287215,1,1
35,50563.0,1,0,In-Store,6.164816038406498,1,0
54,66400.0,23,1,In-Store,4.605202249412013,1,1
39,26116.0,22,0,Mobile,4.74774345435058,1,1
40,57592.0,2,1,In-Store,6.025960258631787,1,1
55,63372.0,9,0,Mobile,5.68299189539462,1,1
35,34521.0,15,0,Online,6.315980359849266,1,1
48,42246.0,28,0,Online,5.119284240589739,1,0
45,99346.0,8,0,Online,6.304011052912873,1,1
45,70554.0,16,0,Online,4.841547700476848,1,0
40,25906.0,17,0,In-Store,4.724118639422094,1,0
39,44994.0,13,0,Online,4.856241554125645,1,0
34,59420.0,16,1,Online,6.396323286975612,1,0
50,106166.0,9,1,Mobile,6.1633260754490635,1,1
38,77800.0,57,1,In-Store,6.312167125929872,1,1
55,81799.0,34,0,Mobile,5.596108844125169,1,1
43,67958.0,12,0,Mobile,5.575600139149726,1,1
34,40310.0,9,0,In-Store,4.445248919124036,1,0
43,91900.0,19,0,Online,6.133639445596965,1,0
41,77088.0,18,0,Mobile,3.879212410187921,1,1
55,85508.0,27,0,Mobile,5.425717104331268,1,0
41,94019.0,30,1,Mobile,5.035185454080636,1,1
42,91114.0,4,0,Online,5.24984998354347,1,0
59,59676.0,5,0,Online,6.874765939448225,1,1
50,65464.0,9,1,Online,4.848901946843013,1,1
62,63858.0,29,0,Online,6.421384319412318,1,0
58,78571.0,37,1,Mobile,4.381900951697374,1,1
36,66640.0,24,0,Online,5.146328915907881,1,1
55,62902.0,16,0,Mobile,6.176576123820771,1,0
60,57888.0,47,0,Online,6.79886928831417,1,1
60,57028.0,8,0,In-Store,6.19554870570348,1,1
55,66020.0,35,0,Online,5.945203899634892,1,1
55,85969.0,1,0,In-Store,4.718989626963758,1,1
42,40960.0,24,0,In-Store,6.639786258499193,1,0
37,61455.0,14,0,In-Store,5.827841093582317,1,1
41,66905.0,20,1,In-Store,6.3871034950903205,1,1
28,93124.0,29,0,In-Store,6.923202460781971,1,1
58,51356.0,8,0,In-Store,4.557144009563455,1,1
42,44405.0,8,0,Online,3.264466822286607,1,0
58,90195.0,5,0,In-Store,6.713983345790829,1,0
33,70192.0,47,1,Online,4.6177260682683485,1,0
56,51547.0,31,1,Mobile,5.202872996899187,1,0
40,81112.0,26,0,Online,5.72806358619539,1,1
32,22468.0,16,0,Mobile,5.703033218799883,1,0
61,58930.0,1,1,In-Store,7.2803404774546605,1,1
56,65883.0,0,0,In-Store,5.395505704529777,1,1
47,71795.0,13,0,In-Store,5.406488432863979,1,1
45,43479.0,4,1,Online,5.849610749821959,1,0
49,43141.0,10,0,Mobile,4.670755202553623,1,0
47,90808.0,16,0,Online,5.831384108335459,1,1
37,60323.0,0,0,Online,5.017206812939713,1,0
41,63187.0,12,1,Online,3.4948481502458866,1,1
65,45430.0,9,1,Online,4.029375016798267,1,1
72,41655.0,11,0,In-Store,6.9785883976104675,1,1
61,48650.0,5,0,In-Store,6.296565132600356,1,0
50,83911.0,47,0,Online,4.100823454281684,1,0
42,47557.0,0,1,Online,5.644539984686388,1,0
37,55270.0,44,0,Mobile,6.404539238444436,1,1
38,92252.0,6,0,Mobile,7.326177924445268,1,1
39,102732.0,12,1,Mobile,6.569919598119673,1,1
67,30667.0,30,0,Online,5.215167703223647,1,0
63,20000.0,29,0,Online,6.897917542192975,1,0
52,45749.0,9,0,Mobile,5.81786751724956,1,0
35,40440.0,6,0,Online,5.227746815398462,1,0
54,69542.0,22,0,Mobile,5.931490604881319,1,1
43,59728.0,30,0,In-Store,6.594437253592051,1,1
23,57415.0,10,0,Online,4.591784596663504,1,0
48,77547.0,15,1,Online,7.844045818527382,1,1
37,20000.0,14,0,Online,4.181528026053696,1,0
37,47638.0,7,1,Online,4.842804037251191,1,1
42,57670.0,46,0,Online,6.045871858989516,1,1
40,80642.0,14,0,Online,5.483984329712022,1,1
45,58827.0,4,0,Mobile,6.7048171563759045,1,1
44,68224.0,22,0,In-Store,5.443284113054619,1,1
26,53489.0,55,0,In-Store,4.36360608235902,1,0
60,59138.0,3,1,Online,5.999537504370963,1,1
35,54139.0,8,0,Online,5.295718899607394,1,1
35,55399.0,19,0,In-Store,4.968901607678632,1,0
42,61511.0,23,1,In-Store,5.738787516712082,1,1
44,88926.0,29,1,Online,5.362130292457542,1,1
60,68285.0,17,0,Online,4.693154799888639,1,1
48,55890.0,28,0,Mobile,4.864759217379361,1,0
51,70889.0,9,0,In-Store,5.36372485339645,1,1
48,63644.0,8,0,Online,5.8974101301406945,1,0
47,71746.0,43,0,Online,5.191878507825514,1,1
48,52123.0,14,0,In-Store,6.60374723163895,1,0
26,69838.0,29,0,In-Store,5.097327480043207,1,0
43,70201.0,15,0,Online,4.233628608751886,1,0
57,31612.0,35,0,Online,3.925311547601388,1,1
80,52297.0,6,0,In-Store,4.024825642789369,1,1
33,56577.0,7,0,Online,6.375104266249554,1,0
49,53487.0,31,0,In-Store,6.300709342036674,1,1
39,39426.0,4,0,Online,6.007650010330236,1,0
65,20000.0,9,0,Mobile,4.797051812788296,1,0
31,80563.0,6,0,Online,3.988067276388322,1,1
51,20000.0,22,1,In-Store,3.580778522268076,1,0
31,99572.0,38,1,In-Store,7.594410385513713,1,1
42,55272.0,31,0,Online,4.724737744084398,1,1
45,46653.0,14,0,Online,5.179924032315916,1,1
56,28998.0,55,0,In-Store,5.5775923174188025,1,0
34,26803.0,23,0,Online,4.428543020089553,1,0
52,42166.0,41,0,In-Store,5.07621578637447,1,1
45,63814.0,8,0,Mobile,5.469141501480541,1,0
48,88245.0,10,0,Mobile,6.816038729984901,1,1
55,29017.0,33,0,In-Store,5.431485824038702,1,0
32,67181.0,10,0,In-Store,6.610182306598648,1,1
53,22983.0,9,0,Mobile,3.855150597977929,1,0
39,41882.0,24,0,Online,6.022580851846077,1,0
56,70049.0,12,0,Online,6.137431262950452,1,1
48,39659.0,8,0,Online,6.201710126230822,1,1
43,90872.0,8,0,In-Store,7.235368653489641,1,1
39,75096.0,15,0,Online,5.162225073695954,1,1
53,69912.0,24,0,Online,6.113626672023309,1,0
58,48840.0,11,0,In-Store,5.726950729832915,1,1
40,42670.0,13,0,In-Store,7.029218632192569,1,1
34,50864.0,6,1,In-Store,4.352886987447653,1,1
52,64998.0,7,0,Online,7.1524213825236815,1,0
31,64987.0,16,0,Online,5.068525638975187,1,0
32,43622.0,32,0,In-Store,5.566628661943401,1,1
34,45475.0,17,0,In-Store,4.926617390189808,1,0
41,29047.0,16,0,Online,4.42591991484198,1,0
32,105590.0,7,0,Mobile,5.878754644219875,1,1
26,42048.0,31,0,In-Store,5.077599652507102,1,0
34,26310.0,5,0,Online,4.816299993050665,1,0
51,20000.0,16,0,Mobile,6.058580096473669,1,0
32,46569.0,9,0,In-Store,6.159442360931038,1,0
42,68120.0,28,0,Online,4.372433471447598,1,0
64,57903.0,23,0,Mobile,4.2672545294702875,1,1
45,56220.0,14,0,Online,5.91050766966674,1,0
48,74592.0,16,0,In-Store,6.1246669313387505,1,1
36,71671.0,34,0,In-Store,6.085990421476035,1,1
67,42032.0,10,1,Online,5.640144293784449,1,1
40,65212.0,18,0,In-Store,5.5454786142267585,1,0
43,61387.0,30,0,Online,6.348083246049091,1,1
58,48151.0,31,0,Mobile,5.461704217991234,1,0
43,88584.0,8,0,Mobile,5.835599167897415,1,1
45,44457.0,1,0,Mobile,5.641806594490143,1,1
42,48464.0,11,0,Online,5.355797025710345,1,1
42,50482.0,18,0,In-Store,6.421906901116518,1,0
49,78534.0,18,1,Online,7.053000021613465,1,1
